ID,jaccard_fl,jaccard_flash,tarantula_fl,tarantula_flash,ochiai_fl,ochiai_flash,dstar_fl,dstar_flash
closure21,0.85669878769,0.437985700964,0.859807273858,0.440783338514,0.85669878769,0.437985700964,0.85669878769,0.437985700964
closure22,0.857320484924,0.439229095431,0.860428971091,0.442026732981,0.857320484924,0.439229095431,0.857320484924,0.439229095431
closure23,0.955346169603,0.627611634576,0.957804178615,0.630069643589,0.955755837771,0.627611634576,0.955346169603,0.627611634576
closure24,0.944268077601,0.569664902998,0.946384479718,0.571781305115,0.944973544974,0.569664902998,0.944268077601,0.569664902998
closure25,0.904846485664,0.48134991119,0.906876427303,0.483126110124,0.904846485664,0.48134991119,0.904846485664,0.48134991119
closure26,0.869427140589,0.38646634909,0.873580065958,0.388420666911,0.867839257359,0.386588493954,0.866617808721,0.384634176133
closure27,0.666666666667,0.133333333333,0.688888888889,0.155555555556,0.666666666667,0.133333333333,0.666666666667,0.133333333333
closure28,0.922876498176,0.482803543512,0.924439812402,0.481761334028,0.921052631579,0.478895257947,0.92131318395,0.478895257947
closure29,0.959423818219,0.494826536823,0.96104686549,0.496449584094,0.955163319132,0.4897545141,0.954047474133,0.48884155001
closure30,0.937308508131,0.508602403959,0.938486919632,0.511194909262,0.931416450625,0.505302851756,0.929530992222,0.504124440255
closure31,0.879315612588,0.461350443019,0.884509624198,0.46471127406,0.879315612588,0.461350443019,0.879315612588,0.461350443019
closure32,0.885481997677,0.477816492451,0.889430894309,0.480603948897,0.88524970964,0.477816492451,0.88524970964,0.477816492451
closure33,0.81307720724,0.330809013668,0.81492427041,0.332471370521,0.813446619874,0.330993719985,0.81307720724,0.330809013668
closure34,0.838709677419,0.38064516129,0.845161290323,0.387096774194,0.838709677419,0.38064516129,0.838709677419,0.38064516129
closure35,0.870599429115,0.396003805899,0.87231208373,0.397335870599,0.870599429115,0.396003805899,0.870599429115,0.396003805899
closure36,0.964237586815,0.497149372862,0.967347361874,0.49963719291,0.965792474344,0.497874987043,0.964237586815,0.497045713693
closure37,0.861002178649,0.427450980392,0.866230936819,0.430501089325,0.861437908497,0.427015250545,0.860566448802,0.427015250545
closure38,0.916725978648,0.595017793594,0.920996441281,0.599288256228,0.916725978648,0.595017793594,0.916725978648,0.595017793594
closure39,0.942558746736,0.608355091384,0.943864229765,0.608355091384,0.942558746736,0.608355091384,0.942558746736,0.608355091384
closure40,0.937704918033,0.515664845173,0.93825136612,0.514389799636,0.933879781421,0.513479052823,0.933697632058,0.511475409836
closure41,0.845918990434,0.369020964787,0.847954406676,0.370852839406,0.845715448809,0.368817423163,0.845715448809,0.368817423163
closure42,0.927255985267,0.53591160221,0.92817679558,0.536832412523,0.927255985267,0.53591160221,0.927255985267,0.53591160221
closure43,0.835238095238,0.35219047619,0.835238095238,0.352952380952,0.833523809524,0.351047619048,0.833904761905,0.351619047619
closure44,0.908149171271,0.575966850829,0.91229281768,0.580110497238,0.908149171271,0.575966850829,0.908149171271,0.575966850829
closure45,0.958622685185,0.539641203704,0.960358796296,0.541377314815,0.959201388889,0.539930555556,0.958622685185,0.539641203704
closure46,0.892756349953,0.496707431797,0.894637817498,0.497648165569,0.892756349953,0.496707431797,0.892756349953,0.496707431797
closure47,0.898172905526,0.467914438503,0.901960784314,0.474598930481,0.897281639929,0.467691622103,0.897281639929,0.467468805704
